timestamp,packet_size_sum,packet_count
2011-08-12 12:47:24,309,4
2011-08-12 12:47:53,240,3
2011-08-12 12:48:00,457,4
2011-08-12 12:48:02,240,3
2011-08-12 12:48:03,840,3
2011-08-12 12:48:31,436,4
2011-08-12 12:50:36,309,4
2011-08-12 12:50:41,404,4
2011-08-12 12:50:47,409,4
2011-08-12 12:50:59,498,4
2011-08-12 12:51:00,294,3
2011-08-12 12:51:01,388,3
2011-08-12 12:51:02,388,3
2011-08-12 12:51:45,384,4
2011-08-12 12:52:33,524,4
2011-08-12 12:52:56,612,7
2011-08-12 12:52:57,240,3
2011-08-12 12:52:58,242,3
2011-08-12 12:52:59,248,3
2011-08-12 12:53:00,248,3
2011-08-12 12:53:01,242,3
2011-08-12 12:53:02,254,3
2011-08-12 12:53:03,246,3
2011-08-12 12:53:04,246,3
2011-08-12 12:53:05,248,3
2011-08-12 12:53:06,248,3
2011-08-12 12:53:07,248,3
2011-08-12 12:53:08,250,3
2011-08-12 12:53:09,248,3
2011-08-12 12:53:10,250,3
2011-08-12 12:53:11,248,3
2011-08-12 12:53:12,238,3
2011-08-12 12:53:13,240,3
2011-08-12 12:53:14,248,3
2011-08-12 12:53:15,246,3
2011-08-12 12:53:16,242,3
2011-08-12 12:53:17,272,3
2011-08-12 12:53:47,486,2
2011-08-12 12:54:36,257,3
2011-08-12 12:55:04,257,3
2011-08-12 12:55:14,9381,126
2011-08-12 12:55:15,6282,82
2011-08-12 12:55:16,5824,70
2011-08-12 12:55:17,5364,67
2011-08-12 12:55:18,4142,51
2011-08-12 12:55:19,5318,76
2011-08-12 12:55:20,4354,52
2011-08-12 12:55:21,5254,72
2011-08-12 12:55:22,4959,71
2011-08-12 12:55:23,5347,76
2011-08-12 12:55:24,4675,70
2011-08-12 12:55:25,5508,91
2011-08-12 12:55:26,5266,87
2011-08-12 12:55:27,5148,85
2011-08-12 12:55:28,5268,87
2011-08-12 12:55:29,5268,87
2011-08-12 12:55:30,5022,83
2011-08-12 12:55:31,5328,88
2011-08-12 12:55:32,5088,84
2011-08-12 12:55:33,5268,87
2011-08-12 12:55:34,5268,87
2011-08-12 12:55:35,5084,84
2011-08-12 12:55:36,5266,87
2011-08-12 12:55:37,5088,84
2011-08-12 12:55:38,5448,90
2011-08-12 12:55:39,5148,85
2011-08-12 12:55:40,5024,83
2011-08-12 12:55:41,5266,87
2011-08-12 12:55:42,5268,87
2011-08-12 12:55:43,4904,81
2011-08-12 12:55:44,5024,83
2011-08-12 12:55:45,3864,64
2011-08-12 12:55:46,4664,77
2011-08-12 12:55:47,5526,91
2011-08-12 12:55:48,4846,80
2011-08-12 12:55:49,5024,83
2011-08-12 12:55:50,5266,87
2011-08-12 12:55:51,5328,88
2011-08-12 12:55:52,5088,84
2011-08-12 12:55:53,5224,86
2011-08-12 12:55:54,5024,83
2011-08-12 12:55:55,5148,85
2011-08-12 12:55:56,5268,87
2011-08-12 12:55:57,5024,83
2011-08-12 12:55:58,5266,87
2011-08-12 12:55:59,5328,88
2011-08-12 12:56:00,5088,84
2011-08-12 12:56:01,5148,85
2011-08-12 12:56:02,5388,89
2011-08-12 12:56:03,5084,84
2011-08-12 12:56:04,5210,86
2011-08-12 12:56:05,6018,99
2011-08-12 12:56:06,6244,103
2011-08-12 12:56:07,5326,88
2011-08-12 12:56:08,5024,83
2011-08-12 12:56:09,5266,87
2011-08-12 12:56:10,5268,87
2011-08-12 12:56:11,5148,85
2011-08-12 12:56:12,5268,87
2011-08-12 12:56:13,5024,83
2011-08-12 12:56:14,5266,87
2011-08-12 12:56:15,5328,88
2011-08-12 12:56:16,5088,84
2011-08-12 12:56:17,4780,79
2011-08-12 12:56:18,4474,74
2011-08-12 12:56:19,4906,81
2011-08-12 12:56:20,4794,79
2011-08-12 12:56:21,4904,81
2011-08-12 12:56:22,5452,90
2011-08-12 12:56:23,5144,85
2011-08-12 12:56:24,5386,89
2011-08-12 12:56:25,5276,87
2011-08-12 12:56:26,4608,76
2011-08-12 12:56:27,5572,92
2011-08-12 12:56:28,4904,81
2011-08-12 12:56:29,5390,89
2011-08-12 12:56:30,5386,89
2011-08-12 12:56:31,4904,81
2011-08-12 12:56:32,5266,87
2011-08-12 12:56:33,5088,84
2011-08-12 12:56:34,5268,87
2011-08-12 12:56:35,5328,88
2011-08-12 12:56:36,5024,83
2011-08-12 12:56:37,5452,90
2011-08-12 12:56:38,5952,98
2011-08-12 12:56:39,5818,96
2011-08-12 12:56:40,5148,85
2011-08-12 12:56:41,5388,89
2011-08-12 12:56:42,5022,83
2011-08-12 12:56:43,5328,88
2011-08-12 12:56:44,5088,84
2011-08-12 12:56:45,5268,87
2011-08-12 12:56:46,4904,81
2011-08-12 12:56:47,5692,94
2011-08-12 12:56:48,5022,83
2011-08-12 12:56:49,5088,84
2011-08-12 12:56:50,4048,67
2011-08-12 12:56:51,4412,73
2011-08-12 12:56:52,5222,86
2011-08-12 12:56:53,4846,80
2011-08-12 12:56:54,5148,85
2011-08-12 12:56:55,5268,87
2011-08-12 12:56:56,5268,87
2011-08-12 12:56:57,5268,87
2011-08-12 12:56:58,5220,86
2011-08-12 12:56:59,4908,81
2011-08-12 12:57:00,5024,83
2011-08-12 12:57:01,5266,87
2011-08-12 12:57:02,5268,87
2011-08-12 12:57:03,4908,81
2011-08-12 12:57:04,5574,92
2011-08-12 12:57:05,5202,86
2011-08-12 12:57:06,5022,83
2011-08-12 12:57:07,5210,86
2011-08-12 12:57:08,5206,86
2011-08-12 12:57:09,5268,87
2011-08-12 12:57:10,5954,98
2011-08-12 12:57:11,6064,100
2011-08-12 12:57:12,5328,88
2011-08-12 12:57:13,5268,87
