src_ip,dst_ip,communication_count
1.168.198.210,147.32.84.165,14
1.194.134.179,147.32.84.165,2
1.195.252.231,147.32.84.165,2
1.202.133.61,147.32.84.165,21
1.204.134.40,147.32.84.165,3
1.204.200.76,147.32.84.165,12
1.36.164.194,147.32.84.165,2
1.60.84.83,147.32.84.165,79
1.64.135.207,147.32.84.165,643
1.64.137.151,147.32.84.165,178
1.80.103.79,147.32.84.165,2
101.108.141.162,147.32.84.165,1
101.109.31.10,147.32.84.165,1
107.8.2.121,147.32.84.165,1
108.0.89.61,147.32.84.165,2
108.196.48.212,147.32.84.165,1
108.64.185.94,147.32.84.165,3
109.105.179.91,147.32.84.165,1
109.106.141.202,147.32.84.165,1
109.106.158.153,147.32.84.165,1
109.109.208.46,147.32.84.165,2
109.110.136.126,147.32.84.165,1
109.120.52.181,147.32.84.165,1
109.154.219.202,147.32.84.165,1
109.161.32.130,147.32.84.165,1
109.165.120.190,147.32.84.165,1
109.166.143.131,147.32.84.165,1
109.168.149.193,147.32.84.165,1
109.169.250.211,147.32.84.165,1
109.171.66.252,147.32.84.165,1
109.172.40.75,147.32.84.165,2
109.172.66.106,147.32.84.165,2
109.182.79.228,147.32.84.165,1
109.184.240.49,147.32.84.165,1
109.187.112.79,147.32.84.165,1
109.194.200.3,147.32.84.165,1
109.194.210.249,147.32.84.165,1
109.195.67.9,147.32.84.165,1
109.199.7.170,147.32.84.165,1
109.201.228.143,147.32.84.165,1
109.203.231.22,147.32.84.165,1
109.205.248.220,147.32.84.165,1
109.224.16.116,147.32.84.165,1
109.225.101.111,147.32.84.165,1
109.229.59.108,147.32.84.165,1
109.239.216.143,147.32.84.165,1
109.248.153.185,147.32.84.165,2
109.252.84.116,147.32.84.165,1
109.61.36.162,147.32.84.165,1
109.64.214.104,147.32.84.165,1
109.67.202.13,147.32.84.165,2
109.68.173.132,147.32.84.165,1
109.68.173.213,147.32.84.165,1
109.69.210.254,147.32.84.165,1
109.75.192.239,147.32.84.165,1
109.79.50.239,147.32.84.165,1
109.86.32.11,147.32.84.165,1
109.86.32.168,147.32.84.165,1
109.87.26.149,147.32.84.165,1
109.87.62.85,147.32.84.165,2
109.90.53.194,147.32.84.165,2
109.92.221.71,147.32.84.165,1
109.92.49.128,147.32.84.165,2
109.92.50.165,147.32.84.165,1
110.10.186.88,147.32.84.165,1
110.11.117.193,147.32.84.165,1
110.132.76.12,147.32.84.165,1
110.135.0.40,147.32.84.165,1
110.159.22.70,147.32.84.165,1266
110.159.229.133,147.32.84.165,1
110.159.246.18,147.32.84.165,1
110.16.155.247,147.32.84.165,2
110.166.140.197,147.32.84.165,1
110.168.78.9,147.32.84.165,2
110.251.12.38,147.32.84.165,1
110.49.227.41,147.32.84.165,4
110.53.21.137,147.32.84.165,133
110.75.2.88,147.32.84.165,5
110.75.2.95,147.32.84.165,30
110.77.228.91,147.32.84.165,2
110.77.248.230,147.32.84.165,1
111.121.4.67,147.32.84.165,114
111.128.209.162,147.32.84.165,2
111.160.67.106,147.32.84.165,123
111.161.185.216,147.32.84.165,1
111.182.104.203,147.32.84.165,1
111.242.129.238,147.32.84.165,2
111.252.164.50,147.32.84.165,2
111.253.47.115,147.32.84.165,2
111.255.149.201,147.32.84.165,2
111.93.213.137,147.32.84.165,1
112.104.101.152,147.32.84.165,6
112.104.119.92,147.32.84.165,1
112.104.122.243,147.32.84.165,1
112.113.140.106,147.32.84.165,1
112.144.135.193,147.32.84.165,1
112.159.14.101,147.32.84.165,3
112.163.152.180,147.32.84.165,1
112.167.221.161,147.32.84.165,1
112.187.195.34,147.32.84.165,1
112.192.171.251,147.32.84.165,2
112.192.41.2,147.32.84.165,28
112.195.89.245,147.32.84.165,2
112.198.64.43,147.32.84.165,1
112.198.64.75,147.32.84.165,16
112.198.79.31,147.32.84.165,1
112.201.53.119,147.32.84.165,1
112.202.124.158,147.32.84.165,1
112.205.21.143,147.32.84.165,1
112.221.98.45,147.32.84.165,1
112.229.43.247,147.32.84.165,2
112.23.30.5,147.32.84.165,146
112.233.151.89,147.32.84.165,2
112.233.227.186,147.32.84.165,64
112.233.62.151,147.32.84.165,5
112.234.148.154,147.32.84.165,2
112.234.216.135,147.32.84.165,17
112.235.183.44,147.32.84.165,1
112.237.238.131,147.32.84.165,2
112.238.93.90,147.32.84.165,5
112.239.150.194,147.32.84.165,201
112.241.199.97,147.32.84.165,2
112.244.104.172,147.32.84.165,1
112.254.68.172,147.32.84.165,4
112.254.70.74,147.32.84.165,2
112.5.23.143,147.32.84.165,2
112.67.28.64,147.32.84.165,2
112.71.10.192,147.32.84.165,3
112.90.148.214,147.32.84.165,2
112.92.145.163,147.32.84.165,2
112.95.64.119,147.32.84.165,1
113.0.250.109,147.32.84.165,60
113.1.79.252,147.32.84.165,14
113.107.89.175,147.32.84.165,112
113.120.46.184,147.32.84.165,2
113.123.135.169,147.32.84.165,49
113.125.246.219,147.32.84.165,2
113.126.217.96,147.32.84.165,2
113.127.34.191,147.32.84.165,2
113.127.85.49,147.32.84.165,32
113.128.153.206,147.32.84.165,6
113.132.59.247,147.32.84.165,45
113.139.70.222,147.32.84.165,2
113.14.1.113,147.32.84.165,1
113.162.118.122,147.32.84.165,1
113.167.233.61,147.32.84.165,2
113.167.238.176,147.32.84.165,1
113.169.17.71,147.32.84.165,1
113.169.27.29,147.32.84.165,1
113.199.221.128,147.32.84.165,1
113.22.150.174,147.32.84.165,1
113.22.98.181,147.32.84.165,1
113.230.107.83,147.32.84.165,1
113.231.105.15,147.32.84.165,1
113.235.252.34,147.32.84.165,3
113.243.90.197,147.32.84.165,1
113.249.211.151,147.32.84.165,109
113.254.215.33,147.32.84.165,2
113.61.241.36,147.32.84.165,51
113.70.250.4,147.32.84.165,4
113.73.242.224,147.32.84.165,3
113.74.54.94,147.32.84.165,16
113.83.106.3,147.32.84.165,1
113.84.112.183,147.32.84.165,14
113.97.107.202,147.32.84.165,1
114.129.236.16,147.32.84.165,1
114.143.118.30,147.32.84.165,2
114.150.24.180,147.32.84.165,1
114.156.7.65,147.32.84.165,1
114.182.30.248,147.32.84.165,1
114.22.213.83,147.32.84.165,1
114.238.29.110,147.32.84.165,1
114.243.126.105,147.32.84.165,346
114.249.222.15,147.32.84.165,109
114.249.65.232,147.32.84.165,1
114.252.138.238,147.32.84.165,1
114.255.217.93,147.32.84.165,1
114.27.107.76,147.32.84.165,2
114.41.192.69,147.32.84.165,2
114.42.16.108,147.32.84.165,2
114.43.210.162,147.32.84.165,2
114.44.67.92,147.32.84.165,178
114.46.161.78,147.32.84.165,1
114.51.83.235,147.32.84.165,19
114.77.119.245,147.32.84.165,2
114.79.53.152,147.32.84.165,26
114.79.53.45,147.32.84.165,55
114.79.7.164,147.32.84.165,1
114.80.183.185,147.32.84.165,1
114.94.233.187,147.32.84.165,90
115.111.95.19,147.32.84.165,2
115.132.213.225,147.32.84.165,2
115.132.62.124,147.32.84.165,119
115.132.99.185,147.32.84.165,2
115.133.12.116,147.32.84.165,37
115.133.202.243,147.32.84.165,2
115.133.80.163,147.32.84.165,2
115.134.120.38,147.32.84.165,2
115.134.228.187,147.32.84.165,1
115.135.107.41,147.32.84.165,2
115.135.75.4,147.32.84.165,4
115.138.197.2,147.32.84.165,3
115.162.132.17,147.32.84.165,1
115.167.19.185,147.32.84.165,22
115.172.73.15,147.32.84.165,1
115.173.197.186,147.32.84.165,1
115.178.101.186,147.32.84.165,1
115.184.102.18,147.32.84.165,1
115.186.121.216,147.32.84.165,1
115.194.122.57,147.32.84.165,2
115.206.29.133,147.32.84.165,4
115.207.3.245,147.32.84.165,2
115.208.160.70,147.32.84.165,2
115.212.20.237,147.32.84.165,30
115.213.164.244,147.32.84.165,14
115.213.67.5,147.32.84.165,4
115.214.68.185,147.32.84.165,2
115.215.251.18,147.32.84.165,2
115.220.246.182,147.32.84.165,2
115.220.90.203,147.32.84.165,2
115.225.80.44,147.32.84.165,16
115.228.250.158,147.32.84.165,3
115.229.201.144,147.32.84.165,41
115.238.226.44,147.32.84.165,5
115.241.157.193,147.32.84.165,1
115.241.182.52,147.32.84.165,4
115.248.189.1,147.32.84.165,1
115.60.113.225,147.32.84.165,1
115.74.47.219,147.32.84.165,1
115.74.71.148,147.32.84.165,1
115.77.129.238,147.32.84.165,2
115.87.152.254,147.32.84.165,1
116.10.154.11,147.32.84.165,1
116.10.194.114,147.32.84.165,1
116.115.150.149,147.32.84.165,127
116.117.98.55,147.32.84.165,2
116.197.1.51,147.32.84.165,130
116.197.222.97,147.32.84.165,1
116.203.239.224,147.32.84.165,1
116.203.249.222,147.32.84.165,1
116.217.34.172,147.32.84.165,4
116.22.149.73,147.32.84.165,1
116.226.53.82,147.32.84.165,48
116.231.110.133,147.32.84.165,2
116.236.169.74,147.32.84.165,1
116.236.217.138,147.32.84.165,84
116.253.27.65,147.32.84.165,1
116.254.1.230,147.32.84.165,1
116.49.234.90,147.32.84.165,1
116.55.230.151,147.32.84.165,2
116.55.241.240,147.32.84.165,39
116.74.104.55,147.32.84.165,1
116.86.240.79,147.32.84.165,12
116.87.139.29,147.32.84.165,2
116.88.88.71,147.32.84.165,1
