timestamp,src_ip,dst_ip,protocol,packet_size,time_interval
2011-08-15 14:52:46,147.32.84.165,147.32.84.255,udp,110,0.0
2011-08-15 14:52:46,147.32.84.165,147.32.84.255,udp,110,0.0
2011-08-15 14:52:46,147.32.84.165,147.32.84.255,udp,110,0.0
2011-08-15 14:52:46,147.32.84.165,147.32.84.255,udp,110,0.0
2011-08-15 14:52:47,147.32.84.165,147.32.80.9,udp,64,1.0
2011-08-15 14:52:47,147.32.84.165,147.32.80.9,udp,64,0.0
2011-08-15 14:52:47,147.32.80.9,147.32.84.165,udp,139,0.0
2011-08-15 14:52:47,147.32.84.165,147.32.84.255,udp,92,0.0
2011-08-15 14:52:47,147.32.84.165,147.32.84.255,udp,92,0.0
2011-08-15 14:52:47,147.32.84.165,147.32.84.255,udp,110,0.0
2011-08-15 14:52:47,147.32.84.165,147.32.84.255,udp,110,0.0
2011-08-15 14:52:48,147.32.84.165,147.32.84.255,udp,92,1.0
2011-08-15 14:52:48,147.32.84.165,147.32.84.255,udp,92,0.0
2011-08-15 14:52:48,147.32.84.165,147.32.84.255,udp,110,0.0
2011-08-15 14:52:48,147.32.84.165,147.32.84.255,udp,110,0.0
2011-08-15 14:52:48,147.32.84.165,147.32.84.255,udp,92,0.0
2011-08-15 14:52:48,147.32.84.165,147.32.84.255,udp,92,0.0
2011-08-15 14:52:49,147.32.84.165,147.32.84.255,udp,110,1.0
2011-08-15 14:52:49,147.32.84.165,147.32.84.255,udp,110,0.0
2011-08-15 14:52:49,147.32.84.165,147.32.80.9,udp,87,0.0
2011-08-15 14:52:49,147.32.84.165,147.32.80.9,udp,87,0.0
2011-08-15 14:52:49,147.32.80.9,147.32.84.165,udp,503,0.0
2011-08-15 14:52:49,147.32.84.165,74.125.232.195,tcp,62,0.0
2011-08-15 14:52:49,147.32.84.165,74.125.232.195,tcp,62,0.0
2011-08-15 14:52:49,74.125.232.195,147.32.84.165,tcp,62,0.0
2011-08-15 14:52:49,147.32.84.165,74.125.232.195,tcp,60,0.0
2011-08-15 14:52:49,147.32.84.165,74.125.232.195,tcp,60,0.0
2011-08-15 14:52:49,147.32.84.165,74.125.232.195,tcp,447,0.0
2011-08-15 14:52:49,147.32.84.165,74.125.232.195,tcp,447,0.0
2011-08-15 14:52:49,74.125.232.195,147.32.84.165,tcp,60,0.0
2011-08-15 14:52:49,74.125.232.195,147.32.84.165,tcp,131,0.0
