timestamp,src_ip,dst_ip,protocol,packet_size,time_interval
2011-08-18 13:47:50,147.32.84.165,147.32.84.255,udp,110,0.0
2011-08-18 13:47:50,147.32.84.165,147.32.84.255,udp,110,0.0
2011-08-18 13:47:51,147.32.84.165,147.32.84.255,udp,110,1.0
2011-08-18 13:47:51,147.32.84.165,147.32.84.255,udp,110,0.0
2011-08-18 13:47:52,147.32.84.165,147.32.84.255,udp,110,1.0
2011-08-18 13:47:52,147.32.84.165,147.32.84.255,udp,110,0.0
2011-08-18 13:47:52,147.32.84.165,147.32.80.9,udp,64,0.0
2011-08-18 13:47:52,147.32.84.165,147.32.80.9,udp,64,0.0
2011-08-18 13:47:52,147.32.80.9,147.32.84.165,udp,139,0.0
2011-08-18 13:47:52,147.32.84.165,147.32.84.255,udp,92,0.0
2011-08-18 13:47:52,147.32.84.165,147.32.84.255,udp,92,0.0
2011-08-18 13:47:53,147.32.84.165,147.32.84.255,udp,110,1.0
2011-08-18 13:47:53,147.32.84.165,147.32.84.255,udp,110,0.0
2011-08-18 13:47:53,147.32.84.165,147.32.84.255,udp,92,0.0
2011-08-18 13:47:53,147.32.84.165,147.32.84.255,udp,92,0.0
2011-08-18 13:47:53,147.32.84.165,147.32.84.255,udp,110,0.0
2011-08-18 13:47:53,147.32.84.165,147.32.84.255,udp,110,0.0
2011-08-18 13:47:54,147.32.84.165,147.32.84.255,udp,92,1.0
2011-08-18 13:47:54,147.32.84.165,147.32.84.255,udp,92,0.0
2011-08-18 13:47:54,147.32.84.165,147.32.84.255,udp,110,0.0
2011-08-18 13:47:54,147.32.84.165,147.32.84.255,udp,110,0.0
2011-08-18 13:47:54,147.32.84.165,147.32.80.9,udp,87,0.0
2011-08-18 13:47:54,147.32.84.165,147.32.80.9,udp,87,0.0
2011-08-18 13:47:54,147.32.80.9,147.32.84.165,udp,503,0.0
2011-08-18 13:47:54,147.32.84.165,74.125.232.201,tcp,62,0.0
2011-08-18 13:47:54,147.32.84.165,74.125.232.201,tcp,62,0.0
2011-08-18 13:47:54,74.125.232.201,147.32.84.165,tcp,62,0.0
2011-08-18 13:47:54,147.32.84.165,74.125.232.201,tcp,60,0.0
2011-08-18 13:47:54,147.32.84.165,74.125.232.201,tcp,60,0.0
2011-08-18 13:47:54,147.32.84.165,74.125.232.201,tcp,447,0.0
2011-08-18 13:47:54,147.32.84.165,74.125.232.201,tcp,447,0.0
2011-08-18 13:47:54,74.125.232.201,147.32.84.165,tcp,60,0.0
2011-08-18 13:47:55,74.125.232.201,147.32.84.165,tcp,131,1.0
2011-08-18 13:47:55,147.32.84.165,74.125.232.201,tcp,60,0.0
2011-08-18 13:47:55,147.32.84.165,74.125.232.201,tcp,60,0.0
2011-08-18 13:47:55,147.32.84.165,147.32.84.255,udp,110,0.0
2011-08-18 13:47:55,147.32.84.165,147.32.84.255,udp,110,0.0
2011-08-18 13:47:56,147.32.84.165,147.32.84.255,udp,110,1.0
2011-08-18 13:47:56,147.32.84.165,147.32.84.255,udp,110,0.0
2011-08-18 13:47:57,147.32.84.165,147.32.84.255,udp,110,1.0
2011-08-18 13:47:57,147.32.84.165,147.32.84.255,udp,110,0.0
2011-08-18 13:47:57,147.32.84.165,147.32.80.9,udp,76,0.0
2011-08-18 13:47:57,147.32.84.165,147.32.80.9,udp,76,0.0
2011-08-18 13:47:57,147.32.80.9,147.32.84.165,udp,403,0.0
2011-08-18 13:47:57,147.32.84.165,65.55.56.40,udp,90,0.0
2011-08-18 13:47:57,147.32.84.165,65.55.56.40,udp,90,0.0
2011-08-18 13:47:57,147.32.84.165,147.32.84.255,udp,110,0.0
2011-08-18 13:47:57,147.32.84.165,147.32.84.255,udp,110,0.0
2011-08-18 13:47:58,147.32.84.165,147.32.84.255,udp,110,0.0
2011-08-18 13:47:58,147.32.84.165,147.32.84.255,udp,110,0.0
2011-08-18 13:47:59,147.32.84.165,147.32.84.255,udp,110,0.0
2011-08-18 13:47:59,147.32.84.165,147.32.84.255,udp,110,0.0
2011-08-18 13:48:00,147.32.84.165,147.32.84.255,udp,243,0.0
2011-08-18 13:48:00,147.32.84.165,147.32.84.255,udp,243,0.0
2011-08-18 13:48:00,147.32.84.165,65.55.56.40,udp,90,0.0
2011-08-18 13:48:00,147.32.84.165,65.55.56.40,udp,90,0.0
2011-08-18 13:48:01,147.32.84.165,147.32.84.255,udp,110,0.0
2011-08-18 13:48:01,147.32.84.165,147.32.84.255,udp,110,0.0
2011-08-18 13:48:01,147.32.84.165,147.32.84.255,udp,110,0.0
2011-08-18 13:48:01,147.32.84.165,147.32.84.255,udp,110,0.0
2011-08-18 13:48:02,147.32.84.165,147.32.84.255,udp,110,0.0
2011-08-18 13:48:02,147.32.84.165,147.32.84.255,udp,110,0.0
2011-08-18 13:48:03,147.32.84.165,147.32.84.255,udp,110,0.0
2011-08-18 13:48:03,147.32.84.165,147.32.84.255,udp,110,0.0
2011-08-18 13:48:04,147.32.84.165,147.32.84.255,udp,220,0.0
2011-08-18 13:48:04,147.32.84.165,147.32.84.255,udp,220,0.0
2011-08-18 13:48:04,147.32.84.165,147.32.84.255,udp,243,0.0
2011-08-18 13:48:04,147.32.84.165,147.32.84.255,udp,243,0.0
2011-08-18 13:48:09,147.32.84.165,239.255.255.250,udp,175,0.0
2011-08-18 13:48:09,147.32.84.165,239.255.255.250,udp,175,0.0
2011-08-18 13:48:12,147.32.84.165,239.255.255.250,udp,175,0.0
2011-08-18 13:48:12,147.32.84.165,239.255.255.250,udp,175,0.0
2011-08-18 13:48:15,147.32.84.165,239.255.255.250,udp,175,1.0
2011-08-18 13:48:15,147.32.84.165,239.255.255.250,udp,175,0.0
2011-08-18 13:49:05,147.32.84.165,147.32.80.9,udp,76,23.0
2011-08-18 13:49:05,147.32.84.165,147.32.80.9,udp,76,0.0
2011-08-18 13:49:05,147.32.80.9,147.32.84.165,udp,479,0.0
2011-08-18 13:49:05,147.32.84.165,38.229.70.20,tcp,62,0.0
2011-08-18 13:49:05,147.32.84.165,38.229.70.20,tcp,62,0.0
2011-08-18 13:49:05,38.229.70.20,147.32.84.165,tcp,62,0.0
2011-08-18 13:49:05,147.32.84.165,38.229.70.20,tcp,60,0.0
2011-08-18 13:49:05,147.32.84.165,38.229.70.20,tcp,60,0.0
2011-08-18 13:49:05,147.32.84.165,38.229.70.20,tcp,101,0.0
2011-08-18 13:49:05,147.32.84.165,38.229.70.20,tcp,101,0.0
2011-08-18 13:49:05,38.229.70.20,147.32.84.165,tcp,60,0.0
2011-08-18 13:49:05,38.229.70.20,147.32.84.165,tcp,116,0.0
2011-08-18 13:49:05,38.229.70.20,147.32.84.165,tcp,74,0.0
2011-08-18 13:49:05,147.32.84.165,38.229.70.20,tcp,78,0.0
2011-08-18 13:49:05,147.32.84.165,38.229.70.20,tcp,78,0.0
2011-08-18 13:49:05,147.32.84.165,38.229.70.20,tcp,60,0.0
2011-08-18 13:49:05,147.32.84.165,38.229.70.20,tcp,60,0.0
2011-08-18 13:49:05,38.229.70.20,147.32.84.165,tcp,66,0.0
2011-08-18 13:49:05,38.229.70.20,147.32.84.165,tcp,79,0.0
2011-08-18 13:49:05,147.32.84.165,38.229.70.20,tcp,95,0.0
2011-08-18 13:49:05,147.32.84.165,38.229.70.20,tcp,95,0.0
2011-08-18 13:49:05,38.229.70.20,147.32.84.165,tcp,103,0.0
2011-08-18 13:49:05,38.229.70.20,147.32.84.165,tcp,66,0.0
2011-08-18 13:49:05,38.229.70.20,147.32.84.165,tcp,66,0.0
2011-08-18 13:49:05,147.32.84.165,38.229.70.20,tcp,66,0.0
2011-08-18 13:49:05,147.32.84.165,38.229.70.20,tcp,66,0.0
2011-08-18 13:49:05,147.32.84.165,38.229.70.20,tcp,60,0.0
2011-08-18 13:49:05,147.32.84.165,38.229.70.20,tcp,60,0.0
2011-08-18 13:49:05,38.229.70.20,147.32.84.165,tcp,106,0.0
2011-08-18 13:49:06,38.229.70.20,147.32.84.165,tcp,1514,1.0
2011-08-18 13:49:06,38.229.70.20,147.32.84.165,tcp,1514,0.0
2011-08-18 13:49:06,147.32.84.165,38.229.70.20,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,38.229.70.20,tcp,60,0.0
2011-08-18 13:49:06,38.229.70.20,147.32.84.165,tcp,1514,0.0
2011-08-18 13:49:06,147.32.84.165,38.229.70.20,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,38.229.70.20,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,38.229.70.20,tcp,75,0.0
2011-08-18 13:49:06,147.32.84.165,38.229.70.20,tcp,75,0.0
2011-08-18 13:49:06,38.229.70.20,147.32.84.165,tcp,2924,0.0
2011-08-18 13:49:06,147.32.84.165,38.229.70.20,tcp,265,0.0
2011-08-18 13:49:06,147.32.84.165,38.229.70.20,tcp,265,0.0
2011-08-18 13:49:06,38.229.70.20,147.32.84.165,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,38.229.70.20,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,38.229.70.20,tcp,60,0.0
2011-08-18 13:49:06,38.229.70.20,147.32.84.165,tcp,60,0.0
2011-08-18 13:49:06,85.190.0.3,147.32.84.165,tcp,74,0.0
2011-08-18 13:49:06,85.190.0.3,147.32.84.165,tcp,74,0.0
2011-08-18 13:49:06,85.190.0.3,147.32.84.165,tcp,74,0.0
2011-08-18 13:49:06,85.190.0.3,147.32.84.165,tcp,74,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,85.190.0.3,147.32.84.165,tcp,74,0.0
2011-08-18 13:49:06,85.190.0.3,147.32.84.165,tcp,74,0.0
2011-08-18 13:49:06,85.190.0.3,147.32.84.165,tcp,74,0.0
2011-08-18 13:49:06,85.190.0.3,147.32.84.165,tcp,74,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,85.190.0.3,147.32.84.165,tcp,74,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,85.190.0.3,147.32.84.165,tcp,74,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,85.190.0.3,147.32.84.165,tcp,74,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,85.190.0.3,147.32.84.165,tcp,74,0.0
2011-08-18 13:49:06,85.190.0.3,147.32.84.165,tcp,74,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,85.190.0.3,147.32.84.165,tcp,74,0.0
2011-08-18 13:49:06,85.190.0.3,147.32.84.165,tcp,74,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,85.190.0.3,147.32.84.165,tcp,74,0.0
2011-08-18 13:49:06,85.190.0.3,147.32.84.165,tcp,74,0.0
2011-08-18 13:49:06,85.190.0.3,147.32.84.165,tcp,74,0.0
2011-08-18 13:49:06,85.190.0.3,147.32.84.165,tcp,74,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,85.190.0.3,147.32.84.165,tcp,74,0.0
2011-08-18 13:49:06,85.190.0.3,147.32.84.165,tcp,74,0.0
2011-08-18 13:49:06,85.190.0.3,147.32.84.165,tcp,74,0.0
2011-08-18 13:49:06,85.190.0.3,147.32.84.165,tcp,74,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,85.190.0.3,147.32.84.165,tcp,74,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,85.190.0.3,147.32.84.165,tcp,74,0.0
2011-08-18 13:49:06,85.190.0.3,147.32.84.165,tcp,74,0.0
2011-08-18 13:49:06,85.190.0.3,147.32.84.165,tcp,74,0.0
2011-08-18 13:49:06,85.190.0.3,147.32.84.165,tcp,74,0.0
2011-08-18 13:49:06,85.190.0.3,147.32.84.165,tcp,74,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,85.190.0.3,147.32.84.165,tcp,74,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,147.32.84.165,85.190.0.3,tcp,60,0.0
2011-08-18 13:49:06,85.190.0.3,147.32.84.165,tcp,74,0.0
